NAME_BOT,NAME_DE,FAMILY,NB_MIN_HEIGHT_CM,NB_MAX_HEIGHT_CM,NB_CONVIVIALITY,CAT_CONVIVIALITY,NB_MIN_PLANTS_IN_GROUP,NB_MAX_PLANTS_IN_GROUP,PLANTING_DISTANCE_CM,PLANTS_PER_M2,CAT_MIN_NEED_LIGHT,CAT_MAX_NEED_LIGHT,NB_MIN_NEED_LIGHT,NB_MAX_NEED_LIGHT,CAT_MIN_TIME_BLOSSOM,NB_MIN_TIME_BLOSSOM,CAT_MAX_TIME_BLOSSOM,NB_MAX_TIME_BLOSSOM,CAT_WINTERHARDY,NB_WINTERHARDY,NB_TOXIC,CAT_TOXIC,IS_FRAGRANT,IS_SUITABLE_CUT,IS_STERILE,IS_WINTERGREEN,IS_NATIVE,IS_FOR_INSECTS,IS_FOR_BEES,IS_FOR_BUMBLEBEES,IS_FOR_BUTTERFLIES,PRIMARY_COLOR_EN,PRIMARY_COLOR_DE,COLOR_LIST,AVG_HEIGHT_CM,AVG_NEED_LIGHT
Calamintha nepeta 'Triumphator',Steinquendel,Lamiaceae,30,50,2,small group,3,10,35,8,very sunny,very sunny,4,4,July,7,October,10,winterhardy given some support,1,0,not toxic,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,blue,blau, weiß,40,4
Cardamine pratensis,Wiesen-Schaumkraut,Brassicaceae,30,50,2,small group,3,10,30,11,mostly shady,very sunny,2,4,April,4,May,5,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,white,weiß,rosa,40,3
Centaurea montana,Berg-Flockenblume,Asteraceae,40,50,2,small group,3,10,40,6,mostly shady,very sunny,2,4,May,5,June,6,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,blue,blau,blau,45,3
Centaurea montana 'Alba',Weiße Berg-Flockenblume,Asteraceae,40,50,2,small group,3,10,40,6,mostly shady,very sunny,2,4,May,5,July,7,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,white,weiß,weiß,45,3
Centaurea montana 'Purple Prose',Berg-Flockenblume,Asteraceae,40,50,2,small group,3,10,40,6,mostly shady,very sunny,2,4,May,5,July,7,winterhardy,2,0,not toxic,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,blue,blau,rosa,45,3
Deschampsia cespitosa 'Palava',Kleine Wald-Schmiele,Poaceae,40,50,2,small group,3,10,40,6,mostly shady,very sunny,2,4,July,7,October,10,winterhardy,2,0,not toxic,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,green,grün,gelb,45,3
Dianthus carthusianorum,Karthäuser-Nelke,Caryophyllaceae,30,50,2,small group,3,10,30,11,very sunny,very sunny,4,4,June,6,September,9,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,pink,rosa,rot,40,4
Diplotaxis tenuifolia,"Stauden-Rucola, Rauke",Brassicaceae,20,50,2,small group,3,10,25,16,mostly shady,very sunny,2,4,July,7,September,9,winterhardy given some support,1,0,not toxic,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,yellow,gelb,gelb,35,3
Doronicum orientale 'Magnificum',Gämswurz,Asteraceae,40,50,2,small group,3,10,30,11,mostly sunny,very sunny,3,4,April,4,May,5,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,yellow,gelb,gelb,45,4
Geranium nodosum 'Simon',Bergwald-Storchschnabel,Geraniaceae,30,50,3,bigger groups,10,20,30,11,very shady,mostly shady,1,2,June,6,October,10,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,pink,rosa,rosa,40,2
Eriophorum latifolium,Breitblättriges Wollgras,Cyperaceae,30,50,2,small group,3,10,35,8,very sunny,very sunny,4,4,April,4,May,5,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,white,weiß,grün,40,4
Eryngium planum 'Blauer Zwerg',Kleiner Mannstreu,Apiaceae,30,50,2,small group,3,10,40,6,very sunny,very sunny,4,4,July,7,August,8,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,blue,blau,blau,40,4
Galium verum,Echtes Labkraut,Rubiaceae,30,50,2,small group,3,10,30,11,very sunny,very sunny,4,4,May,5,September,9,winterhardy,2,0,not toxic,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,yellow,gelb,gelb,40,4
Geranium Sanguineum-Hybride 'Tiny Monster',Storchschnabel,Geraniaceae,40,50,2,small group,3,10,50,4,very sunny,very sunny,4,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,pink,rosa,rosa|violett,45,4
Geranium endressii,Pyrenäen-Storchschnabel,Geraniaceae,40,50,3,bigger groups,10,20,30,11,mostly sunny,very sunny,3,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,pink,rosa,rosa,45,4
Helleborus foetidus,"Stinkende Nieswurz, Palmblatt-Schneerose",Ranunculaceae,30,50,2,small group,3,10,50,4,mostly shady,very sunny,2,4,February,2,April,4,winterhardy given some support,1,3,extremely toxic,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,green,grün,grün,40,3
Lavandula angustifolia 'Dwarf Blue',Garten-Lavendel,Lamiaceae,40,50,2,small group,3,10,30,11,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,blue,blau,violett,45,4
Lavandula angustifolia 'Siesta',Garten-Lavendel,Lamiaceae,30,50,2,small group,3,10,30,11,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,violett|blau,40,4
Lindelofia longiflora,Himalaya-Wickeltraube,Boraginaceae,30,50,2,small group,3,10,40,6,mostly shady,very sunny,2,4,May,5,June,6,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,blue,blau,blau,40,3
Linum perenne,Blauer Stauden-Lein,Linaceae,30,50,2,small group,3,10,30,11,very sunny,very sunny,4,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,blue,blau,blau,40,4
Melittis melissophyllum,Immenblatt,Lamiaceae,30,50,2,small group,3,10,35,8,mostly shady,very sunny,2,4,May,5,June,6,winterhardy given some support,1,0,not toxic,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,pink,rosa,rot|weiß,40,3
Melittis melissophyllum 'Album',Weißes Immenblatt,Lamiaceae,30,50,2,small group,3,10,35,8,mostly shady,very sunny,2,4,May,5,June,6,winterhardy given some support,1,0,not toxic,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,white,weiß, weiß,40,3
Melittis melissophyllum 'Royal Velvet Distinction' ,Immenblatt,Lamiaceae,30,50,2,small group,3,10,35,8,mostly shady,very sunny,2,4,May,5,June,6,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,pink,rosa,violett|weiß|rosa,40,3
Nasturtium officinale,Echte Brunnenkresse,Brassicaceae,30,50,3,bigger groups,10,20,30,11,mostly shady,very sunny,2,4,May,5,July,7,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,white,weiß,weiß,40,3
Paeonia tenuifolia,Netzblatt-Pfingstrose,Paeoniaceae,40,50,1,alone - very small group,1,3,50,4,very sunny,very sunny,4,4,May,5,May,5,winterhardy given some support,1,1,toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,red,rot,rot|violett,45,4
Pimpinella saxifraga,Kleine Bibernelle,Apiaceae,30,50,2,small group,3,10,30,11,mostly shady,very sunny,2,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,white,weiß,weiß,40,3
Salvia nemorosa 'Ostfriesland',Steppen-Salbei,Lamiaceae,50,50,2,small group,3,10,35,8,very sunny,very sunny,4,4,June,6,June,6,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,blue,blau,violett|blau,50,4
Salvia pratensis 'Rose Rhapsody',Rosa Wiesen-Salbei,Lamiaceae,40,50,2,small group,3,10,40,6,very sunny,very sunny,4,4,May,5,July,7,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,rosa,45,4
Sesleria autumnalis,Herbst-Kopfgras,Poaceae,30,50,2,small group,3,10,30,11,mostly shady,very sunny,2,4,August,8,October,10,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,green,grün,weiß,40,3
Silene vulgaris ,"Aufgeblasenes Leimkraut, Taubenkropf-Leimkraut",Caryophyllaceae,30,50,2,small group,3,10,25,30,mostly shady,very sunny,2,4,May,5,September,9,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,white,weiß,weiß,40,3
Stachys grandiflora 'Superba',Purpur-Ziest,Lamiaceae,50,50,2,small group,3,10,40,6,mostly shady,very sunny,2,4,July,7,August,8,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,purple,violett,rosa|violett,50,3
Stachys monieri 'Hummelo',Zottiger Ziest,Lamiaceae,40,50,2,small group,3,10,35,8,very sunny,very sunny,4,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,purple,violett,rosa,45,4
Tradescantia x andersoniana 'Innocence',Dreimasterblume,Commelinaceae,40,50,2,small group,3,10,45,4,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,white,weiß,weiß,45,4
Tradescantia x andersoniana 'Zwanenburg Blue',Dreimasterblume,Commelinaceae,40,50,2,small group,3,10,45,4,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,blue,blau,blau,45,4
Trollius europaeus,Europäische Trollblume,Ranunculaceae,50,50,2,small group,3,10,35,8,very sunny,very sunny,4,4,May,5,June,6,winterhardy,2,1,toxic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,yellow,gelb,gelb,50,4
Typha minima,Zwerg-Rohrkolben,Typhaceae,40,50,2,small group,3,10,35,8,very sunny,very sunny,4,4,June,6,July,7,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Braun,braun,braun,45,4
Verbena officinalis,Echtes Eisenkraut,Verbenaceae,30,50,1,alone - very small group,1,3,35,8,very sunny,very sunny,4,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,purple,violett,violett,40,4
Aster dumosus 'Silberteppich',Kissen-Aster,Asteraceae,40,45,3,bigger groups,10,20,30,11,very sunny,very sunny,4,4,September,9,October,10,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,blue,blau,blau,42.5,4
Cochlearia bavarica ,Bayerisches Löffelkraut,Brassicaceae,25,45,2,small group,3,10,25,16,mostly shady,mostly shady,2,2,May,5,June,6,winterhardy given some support,1,0,not toxic,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,white,weiß,weiß,35,2
Festuca amethystina,Regenbogen-Schwingel,Poaceae,25,45,2,small group,3,10,30,11,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,blue,blau,violett,35,4
Mimulus luteus,Gelbe Gauklerblume,Scrophulariaceae,25,45,2,small group,3,10,35,8,mostly shady,very sunny,2,4,June,6,September,9,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,yellow,gelb,gelb,35,3
Allium Hybride 'Millenium',"Sommer-Lauch, Berg-Lauch",Alliaceae,30,40,2,small group,3,10,30,11,very sunny,very sunny,4,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,pink,rosa,rot|violett,35,4
Allium caeruleum,"Blau-Lauch, Sibirischer Enzian-Lauch",Alliaceae,40,40,2,small group,3,10,20,25,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,blue,blau,blau,40,4
Allium carinatum ssp. pulchellum ,Schöner Kiel-Lauch,Alliaceae,40,40,2,small group,3,10,10,100,very sunny,very sunny,4,4,July,7,August,8,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,pink,rosa,violett|rosa,40,4
Allium cowanii,Neapel-Lauch,Alliaceae,40,40,2,small group,3,10,10,100,very sunny,very sunny,4,4,April,4,May,5,not winterhardy,0,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,pink,rosa, weiß,40,4
Allium flavum,Gelber Lauch,Alliaceae,30,40,3,bigger groups,10,20,5,400,very sunny,very sunny,4,4,July,7,August,8,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,yellow,gelb,gelb,35,4
Anemone sylvestris,Großes Wald-Windröschen,Ranunculaceae,20,40,3,bigger groups,10,20,25,16,mostly shady,very sunny,2,4,May,5,June,6,winterhardy,2,1,toxic,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,white,weiß,weiß,30,3
Anthemis tinctoria 'Dwarf Form',Färberkamille,Asteraceae,30,40,2,small group,3,10,40,6,very sunny,very sunny,4,4,June,6,September,9,winterhardy given some support,1,0,not toxic,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,yellow,gelb,gelb,35,4
Aster amellus 'Mira',"Berg-Aster, Sommer-Aster",Asteraceae,40,40,2,small group,3,10,40,6,very sunny,very sunny,4,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,purple,violett,violett|blau,40,4
Aster dumosus 'Niobe',Kissen-Aster,Asteraceae,30,40,3,bigger groups,10,20,30,11,very sunny,very sunny,4,4,September,9,October,10,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,rosa|weiß,35,4
Aster ptarmicoides 'Nana',"Kleine Hochland-Aster, Präriesternchen",Asteraceae,30,40,2,small group,3,10,30,11,very sunny,very sunny,4,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,white,weiß,weiß,35,4
Bergenia Hybride 'Eroica',Bergenie,Saxifragaceae,25,40,2,small group,3,10,40,6,mostly shady,very sunny,2,4,April,4,May,5,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,pink,rosa,violett|rot,32.5,3
Bergenia Hybride 'Herbstblüte',Bergenie,Saxifragaceae,25,40,2,small group,3,10,40,6,mostly shady,very sunny,2,4,April,4,May,5,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,pink,rosa,rosa,32.5,3
Briza media,Herz-Zittergras,Poaceae,20,40,2,small group,3,10,35,8,mostly sunny,very sunny,3,4,May,5,July,7,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,green,grün,gelb|grün,30,4
Brunnera macrophylla 'Betty Bowring',Weißes Kaukasusvergissmeinnicht,Boraginaceae,30,40,2,small group,3,10,35,8,mostly shady,mostly sunny,2,3,April,4,June,6,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,blue,blau, weiß,35,2
Brunnera macrophylla 'Langtrees',Geflecktes Kauskasusvergissmeinnicht,Boraginaceae,30,40,2,small group,3,10,35,8,mostly shady,mostly sunny,2,3,April,4,June,6,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,blue,blau,blau,35,2
Caltha palustris,Sumpfdotterblume,Ranunculaceae,20,40,2,small group,3,10,30,11,mostly shady,very sunny,2,4,April,4,May,5,winterhardy given some support,1,1,toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,yellow,gelb,gelb,30,3
Campanula glomerata 'Alba',Knäuel-Glockenblume,Campanulaceae,40,40,2,small group,3,10,35,8,very sunny,very sunny,4,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,white,weiß, weiß,40,4
Carlina acaulis ssp. simplex,Stengel-Silberdistel,Asteraceae,30,40,1,alone - very small group,1,3,40,6,very sunny,very sunny,4,4,July,7,August,8,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,yellow,gelb,weiß,35,4
Cochlearia officinalis ,Echtes Löffelkraut,Brassicaceae,20,40,2,small group,3,10,25,16,mostly shady,mostly shady,2,2,April,4,June,6,winterhardy given some support,1,0,not toxic,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,white,weiß,weiß,30,2
Coreopsis lanceolata 'Sterntaler',Kleines Mädchenauge,Asteraceae,25,40,2,small group,3,10,35,8,very sunny,very sunny,4,4,June,6,September,9,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,yellow,gelb,gelb|rot,32.5,4
Dianthus superbus,Pracht-Nelke,Caryophyllaceae,10,40,2,small group,3,10,30,11,mostly shady,very sunny,2,4,June,6,September,9,winterhardy,2,0,not toxic,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,rosa|violett,25,3
Aegopodium podagraria 'Variegata',Weißbunter Giersch,Apiaceae,25,40,4,very big groups,20,50,30,11,very shady,mostly sunny,1,3,May,5,July,7,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,white,weiß,weiß,32.5,2
Euphorbia cyparissias,Zypressen-Wolfsmilch,Euphorbiaceae,20,40,2,small group,3,10,35,8,very sunny,very sunny,4,4,April,4,June,6,winterhardy,2,2,highly toxic,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,yellow,gelb,gelb,30,4
Filipendula vulgaris,Kleines Mädesüß,Rosaceae,15,40,2,small group,3,10,35,8,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,pink,rosa,weiß,27.5,4
Corydalis cheilanthifolia,Farn-Lerchensporn,Fumariaceae,20,40,2,small group,3,10,40,6,very shady,mostly sunny,1,3,April,4,June,6,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,yellow,gelb,gelb,30,2
Epimedium alpinum,Alpen-Elfenblume,Berberidaceae,30,40,4,very big groups,20,50,35,8,very shady,mostly shady,1,2,April,4,May,5,winterhardy,2,1,toxic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,pink,rosa,rot|gelb,35,2
Geranium versicolor,Storchschnabel,Geraniaceae,30,40,2,small group,3,10,35,8,very shady,mostly sunny,1,3,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,purple,violett,rosa|weiß,35,2
Luzula nivea,"Schnee-Marbel, Weiße Hainsimse",Juncaceae,20,40,3,bigger groups,10,20,35,8,very shady,mostly shady,1,2,June,6,July,7,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,white,weiß,weiß,30,2
Geranium sanguineum,Blut-Storchschnabel,Geraniaceae,30,40,3,bigger groups,10,20,35,8,very sunny,very sunny,4,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,pink,rosa,rot,35,4
Luzula sylvatica,Wald-Marbel,Juncaceae,20,40,3,bigger groups,10,20,35,8,very shady,mostly shady,1,2,May,5,June,6,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,white,weiß,braun,30,2
Geum rivale,Bach-Nelkenwurz,Rosaceae,20,40,2,small group,3,10,30,11,mostly shady,mostly sunny,2,3,May,5,June,6,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,pink,rosa,rosa|gelb|violett,30,2
Gratiola officinalis,Gnadenkraut,Scrophulariaceae,20,40,2,small group,3,10,30,11,mostly shady,very sunny,2,4,June,6,July,7,winterhardy given some support,1,2,highly toxic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,yellow,gelb,weiß,30,3
Helleborus Orientalis-Hybride 'Red Spotted Lady',Getüpfelte Lenzrose,Ranunculaceae,30,40,2,small group,3,10,50,4,mostly shady,very sunny,2,4,February,2,April,4,winterhardy given some support,1,3,extremely toxic,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,pink,rosa,rosa|rot,35,3
Helleborus Orientalis-Hybride 'White Spotted Lady',Getüpfelte Lenzrose,Ranunculaceae,30,40,2,small group,3,10,50,4,mostly shady,very sunny,2,4,February,2,April,4,winterhardy given some support,1,3,extremely toxic,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,white,weiß,weiß,35,3
Trachystemon orientalis,Rauling,Boraginaceae,20,40,3,bigger groups,10,20,70,2,very shady,mostly shady,1,2,March,3,April,4,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,blue,blau,blau,30,2
Hierochloe odorata,"Mariengras, Waldmeistergras",Poaceae,20,40,3,bigger groups,10,20,30,11,mostly sunny,very sunny,3,4,May,5,July,7,winterhardy,2,1,toxic,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,green,grün,grün|braun,30,4
Inula ensifolia,Zwerg-Alant,Asteraceae,40,40,2,small group,3,10,30,11,very sunny,very sunny,4,4,July,7,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,yellow,gelb,gelb,40,4
Knautia macedonica 'Mars Midget',Kleine Purpur-Witwenblume,Dipsacaceae,40,40,1,alone - very small group,1,3,40,6,very sunny,very sunny,4,4,June,6,October,10,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,rot,40,4
Koeleria glauca,Blaues Schillergras,Poaceae,15,40,2,small group,3,10,25,16,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,blue,blau,braun,27.5,4
Lavandula angustifolia 'Hidcote Blue',Garten-Lavendel,Lamiaceae,30,40,2,small group,3,10,30,11,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,blue,blau,blau|violett,35,4
Meum athamanticum,Bärwurz,Apiaceae,20,40,2,small group,3,10,30,11,very sunny,very sunny,4,4,May,5,June,6,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,yellow,gelb,weiß,30,4
Myosotis palustris,Sumpf-Vergissmeinnicht,Boraginaceae,20,40,2,small group,3,10,25,16,mostly shady,very sunny,2,4,May,5,August,8,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,blue,blau,blau,30,3
Narcissus poeticus 'Actaea',Dichter-Narzisse,Amaryllidaceae,40,40,2,small group,3,10,20,30,mostly sunny,very sunny,3,4,April,4,April,4,winterhardy,2,1,toxic,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,white,weiß,orange|weiß,40,4
Nepeta racemosa 'Superba',Katzenminze,Lamiaceae,30,40,3,bigger groups,10,20,40,6,mostly sunny,very sunny,3,4,April,4,July,7,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,purple,violett,blau|violett,35,4
Origanum Laevigatum-Hybride 'Aromatico',"Schweizer Oregano, Blumen-Dost",Lamiaceae,25,40,2,small group,3,10,30,11,very sunny,very sunny,4,4,July,7,September,9,winterhardy given some support,1,0,not toxic,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,rosa,32.5,4
Origanum vulgare,Gewöhnlicher Dost,Lamiaceae,25,40,2,small group,3,10,30,11,very sunny,very sunny,4,4,July,7,September,9,winterhardy,2,0,not toxic,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,pink,rosa,rosa,32.5,4
Plantago lanceolata,Spitz-Wegerich,Plantaginaceae,20,40,2,small group,3,10,25,16,very sunny,very sunny,4,4,May,5,September,9,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,white,weiß,braun,30,4
Polygonatum odoratum,Duft-Salomonssiegel,Convallariaceae,20,40,2,small group,3,10,30,11,mostly shady,very sunny,2,4,May,5,June,6,winterhardy,2,1,toxic,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,white,weiß,weiß,30,3
